Score,Computation Time,Standard Deviation,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
98.8,-0.0002467632293701172,2.6832815729997477,30,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
95.8,-0.00024065971374511718,3.9623225512317886,30,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
98.0,-0.012749767303466797,2.7386127875258315,30,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,1fermat
100.0,-0.01199336051940918,0.0,30,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.01210789680480957,0.0,30,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,euclidean
98.4,-0.5008749008178711,1.5165750888103082,30,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.4866741180419922,0.0,30,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-0.5130317687988282,0.0,30,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
94.0,-0.4177406311035156,4.0620192023179795,30,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.43117465972900393,0.0,30,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
98.6,-0.4305302143096924,1.67332005306815,30,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
91.4,-0.35578489303588867,4.878524367060187,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
100.0,-0.364056921005249,0.0,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
97.0,-0.3618410587310791,3.5355339059327378,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.0,-1.9620068073272705,1.0,30,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
100.0,-1.970717477798462,0.0,30,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
100.0,-1.9821777820587159,0.0,30,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
98.2,-0.025680971145629884,1.6431676725154987,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,1fermat
100.0,-0.02461247444152832,0.0,30,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
