Score,Computation Time,Standard Deviation,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
63.9,-0.14374446868896484,4.228212125447087,30,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,1fermat
56.9,-0.09168870449066162,2.960855732160326,30,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
49.5,-0.10231800079345703,2.121320343559643,30,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,euclidean
75.0,-0.09628856182098389,0.0,30,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
71.0,-0.100388503074646,0.0,30,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
64.4,-0.0805126667022705,0.9660917830792971,30,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
72.9,-0.07722771167755127,0.3162277660168401,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
69.0,-0.06912126541137695,0.0,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
62.9,-0.08289313316345215,0.31622776601683905,30,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
65.0,-0.084228515625,0.0,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
67.0,-0.08304100036621094,0.0,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
62.2,-0.14182493686676026,0.4216370213557843,30,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
74.7,-0.09787452220916748,3.653004851412661,30,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
67.9,-0.17158935070037842,1.9692073983655907,30,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
59.2,-0.1073843240737915,3.259175083088084,30,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
72.1,-0.00014035701751708985,2.0248456731316558,35,False,None-None,<class 'QueryModels.RandomSampling'>,1fermat
67.0,-0.00015799999237060548,3.2317865716108876,35,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
59.4,-0.00018362998962402345,2.547329756605706,35,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
76.4,-0.04863691329956055,4.7656176001764035,35,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,1fermat
64.6,-0.01597602367401123,2.756809750418043,35,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
55.3,-0.17227962017059326,2.162817093001112,35,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,euclidean
71.0,-2.4568513870239257,0.0,35,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
68.0,-2.3683417558670046,0.0,35,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
64.0,-2.4939852952957153,0.0,35,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
75.0,-2.4327060699462892,0.0,35,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
72.0,-2.559644174575806,0.0,35,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
64.0,-2.471561241149902,0.0,35,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
62.0,-0.473384428024292,0.0,35,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
65.0,-0.49786105155944826,0.0,35,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
