Score,Computation Time,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
100.0,-0.03310823440551758,20,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.03310823440551758,30,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.03310823440551758,40,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.03310823440551758,50,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.03310823440551758,75,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
100.0,-0.03310823440551758,100,False,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
62.0,-1.4866836071014404,10,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
91.0,-1.4866836071014404,20,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.0,-1.4866836071014404,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.0,-1.4866836071014404,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,-1.4866836071014404,50,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,-1.4866836071014404,75,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,-1.4866836071014404,100,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
62.0,-1.467574119567871,10,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-1.467574119567871,20,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-1.467574119567871,30,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-1.467574119567871,40,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-1.467574119567871,50,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-1.467574119567871,75,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
100.0,-1.467574119567871,100,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
62.0,-2.4200963973999023,10,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
98.0,-2.4200963973999023,20,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,-2.4200963973999023,30,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,-2.4200963973999023,40,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
100.0,-2.4200963973999023,50,False,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
