Score,Computation Time,Standard Deviation,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
81.0,-1.1065772771835327,0.0,35,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
78.0,-1.2082328796386719,0.0,35,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
97.0,-0.5034895896911621,0.0,35,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
98.0,-0.4931330680847168,0.0,35,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
96.0,-0.5206626653671265,0.0,35,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
96.2,-6.476305294036865,0.9189365834726799,35,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
98.9,-6.458662629127502,0.3162277660168401,35,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
97.6,-6.491834568977356,1.776388345929897,35,False,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
94.6,-0.0854412317276001,2.9888682361946524,35,epsilon,None-None,<class 'QueryModels.RandomSampling'>,1fermat
95.8,-0.08298594951629638,1.8737959096740253,35,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
93.1,-0.09790291786193847,3.0713731999438516,35,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
96.6,-0.09510846138000488,0.516397779494324,35,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,1fermat
99.0,-0.08417448997497559,0.0,35,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,2fermat
99.0,-0.08705337047576904,0.0,35,epsilon,None-euclidean,<class 'QueryModels.KmeansSampling'>,euclidean
96.0,-0.0818328857421875,0.0,35,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
98.5,-0.0757131576538086,0.52704627669473,35,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
97.8,-0.07302277088165283,0.4216370213557839,35,epsilon,epsilon-1fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
81.0,-0.09681894779205322,0.0,35,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,1fermat
83.0,-0.07469055652618409,0.0,35,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
81.0,-0.07819514274597168,0.0,35,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
97.0,-0.0791170835494995,0.0,35,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,1fermat
97.8,-0.07042517662048339,0.42163702135578585,35,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
96.8,-0.07671678066253662,0.6324555320336753,35,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
96.6,-0.09409987926483154,0.6992058987801008,35,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,1fermat
98.6,-0.11700732707977295,0.8432740427115675,35,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,2fermat
97.8,-0.09351952075958252,0.7888106377466159,35,epsilon,full-2fermat,<class 'QueryModels.GraphKmeansSampling'>,euclidean
